School Expenditure per Student,Teacher-Student Ratio,Test Score Percentile,Highschool Dropout Rate,Mean Parent Income,Teenage Pregnancy Rate
6.256,15.8,7.455,-0.026,69200,0.098
7.047,17.5,6.546,0.002,91000,0.085
7.047,17.5,6.546,0.002,85400,0.103
7.047,17.5,6.546,0.002,72700,0.095
7.462,16.3,5.725,-0.022,84700,0.096
7.462,16.3,5.725,-0.022,64600,0.099
7.462,16.3,5.725,-0.022,70900,0.112
7.462,16.3,5.725,-0.022,73100,0.098
7.462,16.3,5.725,-0.022,90100,0.093
7.462,16.3,5.725,-0.022,60100,0.13
7.462,16.3,5.725,-0.022,70600,0.083
7.462,16.3,5.725,-0.022,66500,0.104
4.329,16.7,-1.45,-0.016,68000,0.197
4.329,16.7,-1.45,-0.016,54100,0.221
4.329,16.7,-1.45,-0.016,51000,0.183
4.329,16.7,-1.45,-0.016,51400,0.223
4.329,16.7,-1.45,-0.016,49200,0.221
4.398,17.8,-16.041,0.011,46000,0.184
4.398,17.8,-16.041,0.011,44800,0.23
4.398,17.8,-16.041,0.011,48700,0.235
4.398,17.8,-16.041,0.011,35000,0.236
4.398,17.8,-16.041,0.011,38000,0.225
4.336,19.8,-13.492,-0.025,50800,0.218
4.336,19.8,-13.492,-0.025,32600,0.278
4.111,18.4,-1.196,-0.014,49200,0.254
4.111,18.4,-1.196,-0.014,59900,0.196
4.344,18.7,-20.082,0.011,39200,0.259
4.344,18.7,-20.082,0.011,38300,0.229
4.344,18.7,-20.082,0.011,36300,0.304
4.344,18.7,-20.082,0.011,41400,0.271
4.352,17.9,-8.12,-0.008,47300,0.262
4.352,17.9,-8.12,-0.008,44500,0.262
4.352,17.9,-8.12,-0.008,52800,0.223
4.352,17.9,-8.12,-0.008,68900,0.24
4.352,17.9,-8.12,-0.008,52300,0.201
4.352,17.9,-8.12,-0.008,51900,0.224
4.481,18.5,-17.145,0.042,43600,0.251
4.481,18.5,-17.145,0.042,51000,0.207
4.481,18.5,-17.145,0.042,47700,0.276
4.481,18.5,-17.145,0.042,39600,0.24
4.802,17.6,-14.345,0.007,40300,0.27
4.802,17.6,-14.345,0.007,48500,0.253
4.802,17.6,-14.345,0.007,56600,0.198
4.802,17.6,-14.345,0.007,40900,0.229
4.802,17.6,-14.345,0.007,47300,0.236
4.355,17.4,-9.971,0.014,44000,0.23
4.355,17.4,-9.971,0.014,39900,0.212
4.355,17.4,-9.971,0.014,58700,0.215
4.355,17.4,-9.971,0.014,48400,0.268
4.355,17.4,-9.971,0.014,44500,0.223
4.294,18.5,-17.675,-0.001,39700,0.311
4.294,18.5,-17.675,-0.001,71300,0.18
4.294,18.5,-17.675,-0.001,41800,0.287
4.294,18.5,-17.675,-0.001,31200,0.307
4.294,18.5,-17.675,-0.001,33300,0.281
4.294,18.5,-17.675,-0.001,43100,0.229
4.618,19.2,-15.257,0.005,44400,0.239
4.618,19.2,-15.257,0.005,73400,0.228
4.618,19.2,-15.257,0.005,43600,0.257
4.618,19.2,-15.257,0.005,88400,0.17
4.618,19.2,-15.257,0.005,78300,0.172
4.618,19.2,-15.257,0.005,43000,0.252
4.618,19.2,-15.257,0.005,47500,0.266
4.261,16.8,-7.941,-0.005,43100,0.271
4.261,16.8,-7.941,-0.005,62300,0.197
4.261,16.8,-7.941,-0.005,36700,0.286
4.261,16.8,-7.941,-0.005,54500,0.205
4.261,16.8,-7.941,-0.005,44100,0.25
4.768,19.7,-15.57,0.02,73400,0.195
4.768,19.7,-15.57,0.02,42600,0.286
4.768,19.7,-15.57,0.02,52700,0.239
4.768,19.7,-15.57,0.02,36600,0.331
4.768,19.7,-15.57,0.02,50000,0.257
4.768,19.7,-15.57,0.02,82600,0.215
4.768,19.7,-15.57,0.02,60100,0.213
4.627,18.4,-3.592,0.002,50500,0.249
4.627,18.4,-3.592,0.002,40000,0.275
4.627,18.4,-3.592,0.002,57200,0.207
4.627,18.4,-3.592,0.002,61100,0.214
4.627,18.4,-3.592,0.002,68000,0.216
4.627,18.4,-3.592,0.002,50800,0.235
4.627,18.4,-3.592,0.002,46000,0.232
4.664,20.1,-23.049,0.041,31200,0.245
4.664,20.1,-23.049,0.041,47000,0.258
4.429,17.9,-9.186,0.001,50000,0.233
4.429,17.9,-9.186,0.001,54100,0.239
4.429,17.9,-9.186,0.001,45300,0.245
4.429,17.9,-9.186,0.001,49900,0.232
4.338,18.3,-8.088,0.016,47600,0.23
4.338,18.3,-8.088,0.016,67400,0.223
5.052,14.7,5.694,0.002,71500,0.128
5.779,12.3,3.919,-0.02,68600,0.121
5.779,12.3,3.919,-0.02,49900,0.106
5.779,12.3,3.919,-0.02,62900,0.084
5.536,15.3,-3.478,0.01,66900,0.15
5.536,15.3,-3.478,0.01,57300,0.174
5.398,15.3,-0.8,0.001,53500,0.226
5.398,15.3,-0.8,0.001,49900,0.203
5.398,15.3,-0.8,0.001,48400,0.199
5.398,15.3,-0.8,0.001,53700,0.191
4.534,15.5,0.341,-0.007,51300,0.209
4.534,15.5,0.341,-0.007,42600,0.227
4.534,15.5,0.341,-0.007,49500,0.161
4.534,15.5,0.341,-0.007,55800,0.21
4.665,15,-2.015,-0.007,44900,0.181
4.665,15,-2.015,-0.007,58600,0.147
4.665,15,-2.015,-0.007,61400,0.19
4.665,15,-2.015,-0.007,42700,0.188
4.671,16,-3.501,0.017,48800,0.205
4.671,16,-3.501,0.017,84400,0.143
4.671,16,-3.501,0.017,52500,0.278
4.671,16,-3.501,0.017,46500,0.25
4.671,16,-3.501,0.017,60800,0.21
4.671,16,-3.501,0.017,53300,0.174
5.346,15.3,1.566,-0.004,92400,0.137
5.346,15.3,1.566,-0.004,65600,0.168
5.346,15.3,1.566,-0.004,87100,0.124
5.346,15.3,1.566,-0.004,58200,0.13
5.346,15.3,1.566,-0.004,62700,0.129
5.346,15.3,1.566,-0.004,61200,0.155
5.346,15.3,1.566,-0.004,67700,0.095
4.817,16.2,-4.995,0.011,54900,0.219
4.817,16.2,-4.995,0.011,40700,0.202
4.817,16.2,-4.995,0.011,40900,0.222
4.817,16.2,-4.995,0.011,42200,0.259
4.696,15.7,3.582,-0.013,60400,0.161
4.696,15.7,3.582,-0.013,49200,0.218
4.696,15.7,3.582,-0.013,45100,0.191
5.395,14.9,-2.981,0.002,53800,0.136
5.395,14.9,-2.981,0.002,69800,0.156
5.395,14.9,-2.981,0.002,54300,0.165
5.365,13.3,-0.06,-0.027,53000,0.13
5.365,13.3,-0.06,-0.027,54600,0.172
4.77,16.5,3.364,0.002,66700,0.147
4.77,16.5,3.364,0.002,46600,0.169
4.77,16.5,3.364,0.002,38100,0.192
4.77,16.5,3.364,0.002,80900,0.147
4.77,16.5,3.364,0.002,52900,0.196
4.77,16.5,3.364,0.002,53300,0.165
4.77,16.5,3.364,0.002,56100,0.187
4.77,16.5,3.364,0.002,43300,0.202
5.264,15.6,2.588,-0.008,49400,0.21
5.264,15.6,2.588,-0.008,52200,0.181
5.264,15.6,2.588,-0.008,60700,0.143
5.264,15.6,2.588,-0.008,52700,0.198
5.264,15.6,2.588,-0.008,47100,0.174
5.239,12.8,1.058,-0.004,55200,0.163
5.239,12.8,1.058,-0.004,47300,0.191
5.709,13.5,1.442,0.018,56700,0.227
4.863,16.4,0.327,-0.004,46100,0.169
4.863,16.4,0.327,-0.004,49100,0.195
4.863,16.4,0.327,-0.004,77800,0.15
4.863,16.4,0.327,-0.004,73300,0.124
4.863,16.4,0.327,-0.004,61600,0.192
4.863,16.4,0.327,-0.004,46400,0.235
5.158,13.8,-2.659,0.006,57200,0.166
5.158,13.8,-2.659,0.006,58400,0.144
5.158,13.8,-2.659,0.006,69400,0.203
5.158,13.8,-2.659,0.006,46600,0.152
5.69,13.6,-3.398,-0.026,49600,0.181
5.431,18.6,11.176,-0.003,67200,0.131
6.88,15.5,1.819,0.017,44700,0.241
6.88,15.5,1.819,0.017,63300,0.108
6.88,15.5,1.819,0.017,93500,0.131
6.557,15.3,-4.699,0.018,45000,0.201
6.557,15.3,-4.699,0.018,61100,0.156
5.237,17.3,8.937,0.001,71300,0.077
5.237,17.3,8.937,0.001,75700,0.1
5.226,17.9,6.772,-0.001,56900,0.078
5.226,17.9,6.772,-0.001,67400,0.094
5.226,17.9,6.772,-0.001,81300,0.13
5.102,16.7,12.992,-0.021,69300,0.137
5.102,16.7,12.992,-0.021,53800,0.064
5.102,16.7,12.992,-0.021,51800,0.073
5.025,15.9,10.444,-0.006,60600,0.11
5.793,14.5,11.656,-0.026,63000,0.096
5.335,18,6.263,0.017,59500,0.147
5.335,18,6.263,0.017,55500,0.133
5.335,18,6.263,0.017,72200,0.115
5.873,16.4,16.404,-0.01,55500,0.092
4.985,17.9,5.978,0.008,68700,0.118
4.985,17.9,5.978,0.008,55100,0.174
4.985,17.9,5.978,0.008,47700,0.149
6.05,16.8,13.863,-0.005,81200,0.075
6.05,16.8,13.863,-0.005,57200,0.112
6.803,14.6,-7.629,0.014,41800,0.267
6.803,14.6,-7.629,0.014,54900,0.126
5.077,17.1,5.058,-0.01,51400,0.148
7.014,14.1,-10.316,0.038,41200,0.204
5.145,17.4,8.573,0.004,77400,0.107
5.145,17.4,8.573,0.004,56600,0.114
7.491,13.6,9.237,-0.028,48900,0.112
7.491,13.6,9.237,-0.028,60300,0.131
7.773,13.4,-3.745,0.01,61100,0.159
6.291,14.4,5.512,-0.019,56900,0.09
6.291,14.4,5.512,-0.019,54800,0.152
7.202,14.1,0.591,-0.015,83700,0.121
7.202,14.1,0.591,-0.015,63400,0.077
6.382,15.1,9.922,-0.022,57900,0.078
6.382,15.1,9.922,-0.022,79300,0.123
6.382,15.1,9.922,-0.022,65300,0.067
6.509,12.2,6.61,-0.027,51900,0.137
5.664,15.8,-1.08,0.006,75000,0.125
5.664,15.8,-1.08,0.006,59100,0.115
5.664,15.8,-1.08,0.006,59300,0.175
5.664,15.8,-1.08,0.006,62300,0.166
6.951,12.6,9.913,-0.034,50000,0.121
6.299,14.7,4.493,-0.012,60900,0.066
6.299,14.7,4.493,-0.012,62800,0.095
6.299,14.7,4.493,-0.012,60900,0.089
6.299,14.7,4.493,-0.012,74000,0.108
8.565,12,10.016,-0.033,52500,0.097
7.265,15.2,10.943,-0.024,87500,0.109
7.265,15.2,10.943,-0.024,60800,0.084
5.889,13.2,6.98,0.003,58800,0.126
5.889,13.2,6.98,0.003,64100,0.107
5.889,13.2,6.98,0.003,46500,0.24
6.307,16.2,8.914,-0.017,55100,0.075
6.307,16.2,8.914,-0.017,51100,0.111
6.307,16.2,8.914,-0.017,50400,0.085
6.307,16.2,8.914,-0.017,75900,0.107
5.823,16.4,2.301,0.009,71300,0.135
5.823,16.4,2.301,0.009,79300,0.157
7.039,14.4,7.094,-0.011,56400,0.175
7.039,14.4,7.094,-0.011,52600,0.102
7.039,14.4,7.094,-0.011,71300,0.115
7.759,13,5.696,-0.03,62800,0.066
7.759,13,5.696,-0.03,71900,0.095
6.915,15.1,-1.788,0.012,64300,0.113
6.915,15.1,-1.788,0.012,60700,0.102
6.915,15.1,-1.788,0.012,102200,0.122
6.915,15.1,-1.788,0.012,63100,0.097
6.915,15.1,-1.788,0.012,73800,0.099
7.078,15.5,-1.948,0.003,76900,0.152
7.078,15.5,-1.948,0.003,64500,0.099
7.078,15.5,-1.948,0.003,51500,0.154
7.078,15.5,-1.948,0.003,63500,0.108
6.737,13.8,6.023,-0.031,71300,0.119
6.737,13.8,6.023,-0.031,68400,0.135
6.737,13.8,6.023,-0.031,59500,0.121
6.038,14.6,5.513,-0.004,77500,0.127
6.731,13.9,-19.811,-0.006,49500,0.119
6.731,13.9,-19.811,-0.006,34000,0.257
6.015,19.6,-10.295,0,71000,0.177
6.015,19.6,-10.295,0,64000,0.195
6.015,19.6,-10.295,0,102500,0.138
6.015,19.6,-10.295,0,81700,0.148
6.64,17.9,-9.153,-0.002,84400,0.177
6.64,17.9,-9.153,-0.002,69800,0.215
6.64,17.9,-9.153,-0.002,89700,0.137
6.121,17.5,-7.491,-0.011,75700,0.209
8.513,14.3,1.881,0.015,109100,0.093
8.513,14.3,1.881,0.015,70800,0.078
7.967,18.7,-3.101,0.007,74700,0.155
7.967,18.7,-3.101,0.007,108500,0.087
7.967,18.7,-3.101,0.007,91200,0.133
7.967,18.7,-3.101,0.007,104200,0.107
7.967,18.7,-3.101,0.007,66400,0.203
7.967,18.7,-3.101,0.007,89900,0.088
7.967,18.7,-3.101,0.007,82100,0.139
7.967,18.7,-3.101,0.007,123500,0.057
7.967,18.7,-3.101,0.007,158700,0.065
7.967,18.7,-3.101,0.007,129700,0.091
7.967,18.7,-3.101,0.007,139900,0.061
7.967,18.7,-3.101,0.007,52100,0.215
5.091,17.4,-13.662,0.033,78700,0.173
5.091,17.4,-13.662,0.033,46300,0.233
5.091,17.4,-13.662,0.033,70500,0.169
5.091,17.4,-13.662,0.033,48500,0.204
5.091,17.4,-13.662,0.033,55400,0.213
5.411,16.3,-15.373,-0.025,45400,0.252
4.614,18.1,-10.46,-0.009,53000,0.251
4.614,18.1,-10.46,-0.009,62400,0.238
5.37,17.1,-13.802,-0.029,50900,0.196
5.37,17.1,-13.802,-0.029,41900,0.234
4.674,16.6,-7.413,-0.014,58800,0.244
4.674,16.6,-7.413,-0.014,44800,0.239
4.674,16.6,-7.413,-0.014,49000,0.242
5.51,16.6,-6.376,0.008,53700,0.232
5.51,16.6,-6.376,0.008,52300,0.216
4.444,17.8,-16.654,-0.017,55600,0.248
4.444,17.8,-16.654,-0.017,56400,0.242
4.444,17.8,-16.654,-0.017,37500,0.325
6.57,15.7,-11.254,0.039,45600,0.252
5.976,17,-7.005,-0.017,57600,0.268
5.976,17,-7.005,-0.017,51900,0.25
5.976,17,-7.005,-0.017,56800,0.314
5.976,17,-7.005,-0.017,63700,0.221
4.472,17.7,-5.96,-0.025,55100,0.168
4.472,17.7,-5.96,-0.025,53200,0.198
5.527,17.4,-16.69,0.012,128400,0.048
5.527,17.4,-16.69,0.012,51300,0.212
5.527,17.4,-16.69,0.012,79800,0.165
5.527,17.4,-16.69,0.012,47000,0.172
4.238,18.4,-18.629,0.037,39900,0.158
8.921,15.8,4.01,-0.011,96100,0.097
8.921,15.8,4.01,-0.011,78300,0.089
8.921,15.8,4.01,-0.011,65400,0.081
8.921,15.8,4.01,-0.011,77700,0.101
8.921,15.8,4.01,-0.011,102300,0.064
8.921,15.8,4.01,-0.011,91600,0.095
8.921,15.8,4.01,-0.011,60400,0.076
8.921,15.8,4.01,-0.011,78000,0.093
8.921,15.8,4.01,-0.011,61400,0.1
8.316,16,3.707,-0.011,57600,0.137
8.316,16,3.707,-0.011,62800,0.126
8.316,16,3.707,-0.011,64900,0.124
8.316,16,3.707,-0.011,72200,0.132
9.949,18.7,-1.449,0.013,42700,0.195
9.949,18.7,-1.449,0.013,58600,0.133
9.949,18.7,-1.449,0.013,151500,0.043
9.949,18.7,-1.449,0.013,244000,0.136
9.949,18.7,-1.449,0.013,123700,0.028
9.949,18.7,-1.449,0.013,59300,0.1
9.949,18.7,-1.449,0.013,97800,0.066
9.949,18.7,-1.449,0.013,106000,0.061
9.949,18.7,-1.449,0.013,208600,0.066
8.034,15.9,7.263,-0.015,79200,0.098
8.034,15.9,7.263,-0.015,71600,0.123
8.034,15.9,7.263,-0.015,59700,0.114
8.59,15.8,1.814,-0.016,67200,0.104
8.59,15.8,1.814,-0.016,64100,0.101
8.59,15.8,1.814,-0.016,62500,0.124
8.59,15.8,1.814,-0.016,73800,0.094
8.59,15.8,1.814,-0.016,72300,0.108
8.59,15.8,1.814,-0.016,93300,0.116
8.59,15.8,1.814,-0.016,67900,0.115
7.642,17.7,5.037,-0.008,63100,0.129
7.642,17.7,5.037,-0.008,67400,0.08
7.642,17.7,5.037,-0.008,66000,0.111
7.642,17.7,5.037,-0.008,78600,0.137
7.642,17.7,5.037,-0.008,64500,0.12
7.642,17.7,5.037,-0.008,73300,0.104
8.67,16,0.774,-0.002,71900,0.145
8.67,16,0.774,-0.002,57200,0.141
8.67,16,0.774,-0.002,73000,0.122
8.67,16,0.774,-0.002,84800,0.081
8.67,16,0.774,-0.002,58700,0.123
9.284,14,3.69,-0.021,57700,0.119
9.284,14,3.69,-0.021,60100,0.096
9.284,14,3.69,-0.021,66400,0.087
9.433,14.6,2.784,-0.008,70200,0.106
9.433,14.6,2.784,-0.008,58800,0.104
9.433,14.6,2.784,-0.008,59000,0.106
9.084,16.2,2.093,-0.012,101000,0.076
9.084,16.2,2.093,-0.012,91800,0.082
9.084,16.2,2.093,-0.012,62400,0.126
9.084,16.2,2.093,-0.012,77100,0.091
9.08,15.7,3.245,-0.016,87500,0.107
9.08,15.7,3.245,-0.016,74700,0.085
9.08,15.7,3.245,-0.016,72300,0.094
9.08,15.7,3.245,-0.016,97100,0.116
9.08,15.7,3.245,-0.016,77100,0.113
9.08,15.7,3.245,-0.016,81200,0.081
9.08,15.7,3.245,-0.016,71400,0.122
9.08,15.7,3.245,-0.016,67200,0.097
9.08,15.7,3.245,-0.016,76400,0.112
9.08,15.7,3.245,-0.016,70100,0.083
9.08,15.7,3.245,-0.016,59000,0.104
9.628,14.3,2.667,-0.007,60500,0.137
9.628,14.3,2.667,-0.007,61100,0.119
9.16,15.9,5.444,-0.012,63200,0.128
9.16,15.9,5.444,-0.012,57000,0.087
9.16,15.9,5.444,-0.012,63200,0.115
5.008,16.7,-3.716,0.016,75000,0.177
5.008,16.7,-3.716,0.016,54500,0.187
5.008,16.7,-3.716,0.016,64800,0.192
5.008,16.7,-3.716,0.016,108100,0.151
5.008,16.7,-3.716,0.016,64800,0.202
5.008,16.7,-3.716,0.016,63300,0.184
5.008,16.7,-3.716,0.016,52400,0.187
5.008,16.7,-3.716,0.016,64900,0.212
5.205,16.7,3.202,0.026,60200,0.175
5.205,16.7,3.202,0.026,57600,0.217
5.205,16.7,3.202,0.026,80600,0.169
5.205,16.7,3.202,0.026,75200,0.167
5.674,17,-2.291,0.023,45100,0.219
5.674,17,-2.291,0.023,80800,0.17
5.674,17,-2.291,0.023,112600,0.142
5.674,17,-2.291,0.023,69000,0.184
5.674,17,-2.291,0.023,73600,0.16
5.674,17,-2.291,0.023,71900,0.159
5.674,17,-2.291,0.023,49000,0.26
5.674,17,-2.291,0.023,54800,0.217
5.674,17,-2.291,0.023,78100,0.182
5.296,16.2,6.698,0.021,58900,0.188
5.296,16.2,6.698,0.021,64000,0.184
5.264,13.9,9.978,0.013,53600,0.143
5.264,13.9,9.978,0.013,84800,0.1
5.264,13.9,9.978,0.013,41700,0.182
5.723,14.2,-0.067,0.026,60000,0.19
5.723,14.2,-0.067,0.026,64500,0.122
5.723,14.2,-0.067,0.026,48600,0.214
5.723,14.2,-0.067,0.026,54700,0.202
5.356,16.5,-11.577,0.012,37800,0.246
5.356,16.5,-11.577,0.012,45300,0.232
5.356,16.5,-11.577,0.012,45200,0.236
5.356,16.5,-11.577,0.012,40300,0.232
5.356,16.5,-11.577,0.012,44500,0.246
5.379,16.1,-0.153,0.02,45800,0.205
5.379,16.1,-0.153,0.02,53700,0.211
5.379,16.1,-0.153,0.02,51400,0.236
5.379,16.1,-0.153,0.02,87600,0.137
5.379,16.1,-0.153,0.02,52700,0.198
5.649,16.2,9.045,0.024,76200,0.152
5.649,16.2,9.045,0.024,62600,0.164
5.649,16.2,9.045,0.024,80300,0.134
5.649,16.2,9.045,0.024,49700,0.201
5.649,16.2,9.045,0.024,66600,0.156
4.926,15.7,5.556,0.018,60300,0.199
4.926,15.7,5.556,0.018,56400,0.183
4.926,15.7,5.556,0.018,52300,0.18
4.926,15.7,5.556,0.018,50000,0.149
5.023,16.3,0.758,0.024,60600,0.148
5.023,16.3,0.758,0.024,64900,0.188
5.023,16.3,0.758,0.024,48700,0.236
5.023,16.3,0.758,0.024,44600,0.242
5.023,16.3,0.758,0.024,61900,0.224
5.023,16.3,0.758,0.024,57500,0.169
5.023,16.3,0.758,0.024,49300,0.207
5.023,16.3,0.758,0.024,76600,0.193
5.251,16.4,2.412,0.03,59500,0.221
5.251,16.4,2.412,0.03,69300,0.196
5.251,16.4,2.412,0.03,68100,0.185
5.251,16.4,2.412,0.03,57600,0.197
4.866,16.3,-5.484,0.024,60600,0.187
4.866,16.3,-5.484,0.024,40200,0.271
4.866,16.3,-5.484,0.024,46700,0.257
4.866,16.3,-5.484,0.024,70600,0.175
4.866,16.3,-5.484,0.024,48500,0.246
4.866,16.3,-5.484,0.024,44900,0.269
4.866,16.3,-5.484,0.024,51000,0.235
5.463,15.4,-2.297,0.023,82800,0.147
5.463,15.4,-2.297,0.023,95800,0.161
5.463,15.4,-2.297,0.023,68000,0.139
5.463,15.4,-2.297,0.023,64200,0.167
5.463,15.4,-2.297,0.023,64500,0.163
4.786,16.3,-4.023,0.015,46900,0.219
4.786,16.3,-4.023,0.015,55700,0.211
4.786,16.3,-4.023,0.015,61100,0.194
5.084,15.8,-6.231,0.035,45700,0.233
5.084,15.8,-6.231,0.035,70600,0.172
5.084,15.8,-6.231,0.035,62200,0.23
5.622,14.6,3.849,0.022,48000,0.223
5.622,14.6,3.849,0.022,61000,0.144
5.622,14.6,3.849,0.022,40900,0.257
5.432,16.5,-10.284,0.042,50100,0.257
5.432,16.5,-10.284,0.042,37100,0.227
5.257,16.4,10.253,-0.034,63100,0.084
5.257,16.4,10.253,-0.034,75100,0.101
5.558,14.8,0.439,-0.006,36300,0.248
5.558,14.8,0.439,-0.006,63400,0.133
5.08,18.1,10.289,-0.027,66700,0.077
4.748,16.5,8.783,-0.027,58100,0.07
4.748,16.5,8.783,-0.027,56800,0.081
4.748,16.5,8.783,-0.027,72700,0.095
5.093,16.1,9.652,-0.034,69800,0.108
4.835,18.3,5.047,-0.017,103900,0.074
4.835,18.3,5.047,-0.017,65400,0.097
4.835,18.3,5.047,-0.017,80400,0.081
4.835,18.3,5.047,-0.017,70900,0.084
4.879,17.3,10.804,-0.031,72200,0.054
6.415,12.6,-16.988,0.048,42300,0.261
5.361,17.3,0.706,-0.008,60600,0.137
5.361,17.3,0.706,-0.008,57200,0.202
5.361,17.3,0.706,-0.008,49100,0.199
5.361,17.3,0.706,-0.008,60700,0.117
6.139,16.5,1.849,-0.006,58200,0.123
6.139,16.5,1.849,-0.006,52200,0.16
6.139,16.5,1.849,-0.006,63900,0.14
6.139,16.5,1.849,-0.006,90400,0.104
6.139,16.5,1.849,-0.006,64100,0.116
6.139,16.5,1.849,-0.006,61500,0.139
6.079,19.2,6.568,-0.016,60900,0.129
6.079,19.2,6.568,-0.016,74300,0.144
6.079,19.2,6.568,-0.016,70600,0.139
6.079,19.2,6.568,-0.016,69100,0.101
6.079,19.2,6.568,-0.016,66400,0.113
5.935,17.5,8.384,-0.009,62100,0.117
5.935,17.5,8.384,-0.009,65700,0.097
5.935,17.5,8.384,-0.009,70700,0.142
5.851,16.9,-0.284,-0.003,63200,0.141
5.851,16.9,-0.284,-0.003,58700,0.152
5.851,16.9,-0.284,-0.003,64000,0.123
5.851,16.9,-0.284,-0.003,45900,0.153
5.851,16.9,-0.284,-0.003,48100,0.173
5.851,16.9,-0.284,-0.003,72200,0.152
5.189,15.3,-4.951,0.004,39400,0.302
5.189,15.3,-4.951,0.004,46600,0.233
5.189,15.3,-4.951,0.004,42400,0.207
5.189,15.3,-4.951,0.004,64100,0.239
5.108,15.2,0.799,-0.012,43900,0.235
5.108,15.2,0.799,-0.012,47600,0.135
5.108,15.2,0.799,-0.012,64400,0.177
5.108,15.2,0.799,-0.012,55400,0.135
5.108,15.2,0.799,-0.012,54000,0.112
5.012,15.2,-3.446,0.008,40800,0.227
5.012,15.2,-3.446,0.008,41600,0.254
5.012,15.2,-3.446,0.008,56100,0.19
5.11,14.1,1.21,0.01,52500,0.229
5.11,14.1,1.21,0.01,55300,0.19
5.11,14.1,1.21,0.01,47900,0.169
5.715,14.8,8.063,-0.01,49000,0.201
5.715,14.8,8.063,-0.01,55600,0.208
5.715,14.8,8.063,-0.01,68500,0.2
4.687,15.5,-1.913,-0.007,45500,0.222
4.687,15.5,-1.913,-0.007,58300,0.174
4.687,17,-3.512,0.018,77400,0.133
4.687,17,-3.512,0.018,83500,0.14
4.687,17,-3.512,0.018,63700,0.124
4.687,17,-3.512,0.018,55000,0.2
4.687,17,-3.512,0.018,52300,0.2
4.687,17,-3.512,0.018,60400,0.178
4.687,17,-3.512,0.018,77100,0.181
4.687,17,-3.512,0.018,55200,0.213
4.687,17,-3.512,0.018,41600,0.277
4.889,15.7,-2.527,-0.007,59800,0.201
4.889,15.7,-2.527,-0.007,49300,0.191
4.889,15.7,-2.527,-0.007,47800,0.251
4.889,15.7,-2.527,-0.007,47800,0.237
4.889,15.7,-2.527,-0.007,43700,0.2
4.889,15.7,-2.527,-0.007,50600,0.21
4.616,17.1,-1.779,-0.009,57700,0.207
4.616,17.1,-1.779,-0.009,52300,0.218
4.616,17.1,-1.779,-0.009,43400,0.194
4.616,17.1,-1.779,-0.009,59000,0.182
4.642,17.3,-5.513,0.016,48000,0.199
4.642,17.3,-5.513,0.016,57700,0.209
4.642,17.3,-5.513,0.016,66000,0.193
4.642,17.3,-5.513,0.016,56900,0.239
4.642,17.3,-5.513,0.016,50800,0.237
4.642,17.3,-5.513,0.016,53100,0.209
4.642,17.3,-5.513,0.016,71100,0.169
4.642,17.3,-5.513,0.016,93400,0.161
4.642,17.3,-5.513,0.016,66300,0.18
5.339,14.2,-0.373,0.011,63900,0.18
4.88,15.6,5.331,-0.004,57700,0.192
4.88,15.6,5.331,-0.004,39600,0.23
5.159,16.3,0.166,-0.009,59400,0.168
5.159,16.3,0.166,-0.009,69400,0.142
4.683,16.4,-4.907,-0.009,41100,0.3
4.683,16.4,-4.907,-0.009,51000,0.224
6.161,13.8,-8.75,0.017,38600,0.286
6.108,18.4,4.022,-0.015,53000,0.144
6.108,18.4,4.022,-0.015,66800,0.122
6.184,21.1,-3.381,0.015,103500,0.064
6.184,21.1,-3.381,0.015,80300,0.11
6.184,21.1,-3.381,0.015,70500,0.156
6.184,21.1,-3.381,0.015,78100,0.147
6.184,21.1,-3.381,0.015,77100,0.135
6.184,21.1,-3.381,0.015,78300,0.129
6.704,21.4,-2.673,0.022,118300,0.081
6.704,21.4,-2.673,0.022,74300,0.122
6.704,21.4,-2.673,0.022,91000,0.118
6.704,21.4,-2.673,0.022,121000,0.083
6.704,21.4,-2.673,0.022,93900,0.121
6.704,21.4,-2.673,0.022,61000,0.169
6.257,20.2,-1.591,-0.006,68900,0.125
6.257,20.2,-1.591,-0.006,75800,0.139
6.257,20.2,-1.591,-0.006,63300,0.148
6.257,20.2,-1.591,-0.006,56900,0.141
5.806,19.4,-4.257,0.004,62900,0.13
5.806,19.4,-4.257,0.004,61000,0.157
6.638,20.9,-1.345,0.003,61900,0.164
6.638,20.9,-1.345,0.003,79700,0.122
6.638,20.9,-1.345,0.003,55200,0.215
7.887,15.1,12.204,-0.039,56800,0.105
7.314,16,3.847,-0.019,48000,0.179
6.744,18.6,-1.692,-0.001,67700,0.122
6.744,18.6,-1.692,-0.001,65400,0.158
6.744,18.6,-1.692,-0.001,59100,0.153
5.787,21,3.153,0.023,70000,0.128
5.787,21,3.153,0.023,54100,0.138
6.849,17.5,8.2,-0.039,57900,0.111
6.472,19.4,-4.794,0.022,61800,0.128
6.472,19.4,-4.794,0.022,60100,0.143
6.699,19.6,-4.494,0.007,58000,0.186
6.699,19.6,-4.494,0.007,64700,0.188
6.699,19.6,-4.494,0.007,93000,0.135
6.699,19.6,-4.494,0.007,71300,0.202
6.699,19.6,-4.494,0.007,70400,0.154
6.28,15.6,13.774,-0.038,76600,0.142
7.256,17.9,0.608,-0.002,72900,0.119
7.256,17.9,0.608,-0.002,101100,0.083
